Description,Location,Confidence
ENST00000831714.1|ENSG00000310526.1,Cytosol,0.8858879208564758
ENST00000831716.1|ENSG00000310526.1,Cytosol,0.8979124426841736
ENST00000831677.1|ENSG00000310526.1,Cytosol,0.9203655123710632
ENST00000831639.1|ENSG00000310526.1,Cytosol,0.91236811876297
ENST00000831619.1|ENSG00000310526.1,Cytosol,0.8937309384346008
ENST00000831621.1|ENSG00000310526.1,Cytosol,0.8426234722137451
ENST00000831622.1|ENSG00000310526.1,Cytosol,0.8631535768508911
ENST00000831624.1|ENSG00000310526.1,Cytosol,0.8827235102653503
ENST00000831625.1|ENSG00000310526.1,Cytosol,0.8915758728981018
ENST00000831626.1|ENSG00000310526.1,Cytosol,0.8275903463363647
ENST00000831627.1|ENSG00000310526.1,Cytosol,0.9011353850364684
ENST00000831629.1|ENSG00000310526.1,Cytosol,0.9158687591552734
ENST00000831632.1|ENSG00000310526.1,Cytosol,0.9165648818016052
ENST00000831645.1|ENSG00000310526.1,Cytosol,0.88528972864151
ENST00000831614.1|ENSG00000310526.1,Cytosol,0.8355640172958374
ENST00000831615.1|ENSG00000310526.1,Cytosol,0.8582240343093872
ENST00000831617.1|ENSG00000310526.1,Cytosol,0.8380318284034729
ENST00000831618.1|ENSG00000310526.1,Cytosol,0.924837589263916
ENST00000831607.1|ENSG00000310526.1,Cytosol,0.8276942372322083
ENST00000831608.1|ENSG00000310526.1,Cytosol,0.9209367036819458
ENST00000831609.1|ENSG00000310526.1,Cytosol,0.870827317237854
ENST00000831611.1|ENSG00000310526.1,Cytosol,0.81972336769104
ENST00000831605.1|ENSG00000310526.1,Cytosol,0.8614552021026611
ENST00000831606.1|ENSG00000310526.1,Cytosol,0.8282337188720703
ENST00000831595.1|ENSG00000310526.1,Cytosol,0.9255821108818054
ENST00000831583.1|ENSG00000310526.1,Cytosol,0.9111544489860536
ENST00000831584.1|ENSG00000310526.1,Cytosol,0.9054612517356871
ENST00000831586.1|ENSG00000310526.1,Cytosol,0.875605046749115
ENST00000831588.1|ENSG00000310526.1,Cytosol,0.8911429047584534
ENST00000831565.1|ENSG00000310526.1,Cytosol,0.8077722191810608
ENST00000831567.1|ENSG00000310526.1,Cytosol,0.8653666973114014
ENST00000831568.1|ENSG00000310526.1,Cytosol,0.8775051832199097
ENST00000831569.1|ENSG00000310526.1,Cytosol,0.9177924394607544
ENST00000831570.1|ENSG00000310526.1,Cytosol,0.8703951239585876
ENST00000831571.1|ENSG00000310526.1,Cytosol,0.8425449728965759
ENST00000831572.1|ENSG00000310526.1,Cytosol,0.8258584141731262
ENST00000831573.1|ENSG00000310526.1,Cytosol,0.851974368095398
ENST00000831574.1|ENSG00000310526.1,Cytosol,0.8739281892776489
ENST00000831576.1|ENSG00000310526.1,Cytosol,0.849124014377594
ENST00000831577.1|ENSG00000310526.1,Cytosol,0.9003424644470215
ENST00000831578.1|ENSG00000310526.1,Cytosol,0.8410026431083679
ENST00000831579.1|ENSG00000310526.1,Cytosol,0.9159417152404784
ENST00000831580.1|ENSG00000310526.1,Cytosol,0.9052850008010864
ENST00000831563.1|ENSG00000310526.1,Cytosol,0.920807123184204
ENST00000831556.1|ENSG00000310526.1,Cytosol,0.8562449812889099
ENST00000831551.1|ENSG00000310526.1,Cytosol,0.8515472412109375
ENST00000831553.1|ENSG00000310526.1,Cytosol,0.826285719871521
ENST00000831549.1|ENSG00000310526.1,Cytosol,0.9179493188858032
ENST00000831550.1|ENSG00000310526.1,Cytosol,0.8219617605209351
ENST00000831541.1|ENSG00000310526.1,Cytosol,0.8802785873413086
ENST00000831542.1|ENSG00000310526.1,Cytosol,0.8541658520698547
ENST00000831545.1|ENSG00000310526.1,Cytosol,0.8544501662254333
ENST00000831546.1|ENSG00000310526.1,Cytosol,0.9360765814781188
ENST00000831547.1|ENSG00000310526.1,Cytosol,0.8241518139839172
ENST00000831548.1|ENSG00000310526.1,Cytosol,0.8450351357460022
ENST00000831536.1|ENSG00000310526.1,Cytosol,0.9008997082710266
ENST00000831522.1|ENSG00000310526.1,Cytosol,0.8024272918701172
ENST00000831521.1|ENSG00000310526.1,Cytosol,0.832211434841156
ENST00000831741.1|ENSG00000310526.1,Cytosol,0.8259862065315247
ENST00000831646.1|ENSG00000310526.1,Cytosol,0.8282391428947449
ENST00000831635.1|ENSG00000310526.1,Cytosol,0.868489146232605
ENST00000831638.1|ENSG00000310526.1,Cytosol,0.899406909942627
ENST00000831612.1|ENSG00000310526.1,Cytosol,0.8179784417152405
ENST00000831613.1|ENSG00000310526.1,Cytosol,0.8517786860466003
ENST00000831587.1|ENSG00000310526.1,Cytosol,0.8190151453018188
ENST00000831537.1|ENSG00000310526.1,Cytosol,0.8454471826553345
ENST00000831644.1|ENSG00000310526.1,Cytosol,0.8492334485054016
ENST00000831589.1|ENSG00000310526.1,Cytosol,0.8285686373710632
ENST00000831664.1|ENSG00000310526.1,Cytosol,0.8725013732910156
ENST00000831657.1|ENSG00000310526.1,Cytosol,0.8092249631881714
ENST00000831658.1|ENSG00000310526.1,Cytosol,0.8668234944343567
ENST00000831659.1|ENSG00000310526.1,Cytosol,0.8488592505455017
ENST00000831661.1|ENSG00000310526.1,Cytosol,0.8877084851264954
ENST00000831662.1|ENSG00000310526.1,Cytosol,0.8331235647201538
ENST00000831656.1|ENSG00000310526.1,Cytosol,0.90447598695755
ENST00000831649.1|ENSG00000310526.1,Cytosol,0.8954642415046692
ENST00000831650.1|ENSG00000310526.1,Cytosol,0.8532881736755371
ENST00000831651.1|ENSG00000310526.1,Cytosol,0.8132805228233337
ENST00000831653.1|ENSG00000310526.1,Cytosol,0.8954353928565979
ENST00000831647.1|ENSG00000310526.1,Cytosol,0.900006115436554
ENST00000831634.1|ENSG00000310526.1,Cytosol,0.916098654270172
ENST00000831637.1|ENSG00000310526.1,Cytosol,0.865329384803772
ENST00000831594.1|ENSG00000310526.1,Cytosol,0.8419157862663269
ENST00000831674.1|ENSG00000310526.1,Cytosol,0.9463545680046082
ENST00000831675.1|ENSG00000310526.1,Cytosol,0.9434143304824828
ENST00000831709.1|ENSG00000310526.1,Cytosol,0.9225818514823914
ENST00000831720.1|ENSG00000310526.1,Cytosol,0.9961624145507812
ENST00000831721.1|ENSG00000310526.1,Cytosol,0.9864323735237122
ENST00000831725.1|ENSG00000310526.1,Cytosol,0.9528896808624268
ENST00000831726.1|ENSG00000310526.1,Cytosol,0.8016780018806458
ENST00000831724.1|ENSG00000310526.1,Cytosol,0.8827930092811584
ENST00000831728.1|ENSG00000310526.1,Cytosol,0.93565434217453
ENST00000831737.1|ENSG00000310526.1,Cytosol,0.8011109828948975
ENST00000831732.1|ENSG00000310526.1,Cytosol,0.8727328777313232
ENST00000831729.1|ENSG00000310526.1,Cytosol,0.8354388475418091
ENST00000831730.1|ENSG00000310526.1,Cytosol,0.8186311721801758
ENST00000831731.1|ENSG00000310526.1,Cytosol,0.8283811211585999
ENST00000831735.1|ENSG00000310526.1,Cytosol,0.9044411778450012
ENST00000466430.5|ENSG00000241860.8,Cytosol,0.8430070281028748
ENST00000831081.1|ENSG00000241860.8,Cytosol,0.9270269274711608
ENST00000831082.1|ENSG00000241860.8,Cytosol,0.8602230548858643
ENST00000831083.1|ENSG00000241860.8,Cytosol,0.842130184173584
ENST00000477740.5|ENSG00000241860.8,ExtracellularVesicle,0.8180887699127197
ENST00000831085.1|ENSG00000241860.8,Cytosol,0.8980321288108826
ENST00000831087.1|ENSG00000241860.8,Cytosol,0.9147655963897704
ENST00000831086.1|ENSG00000241860.8,Cytosol,0.8946017622947693
ENST00000831089.1|ENSG00000241860.8,Cytosol,0.9068715572357178
ENST00000831090.1|ENSG00000241860.8,Cytosol,0.9562426209449768
ENST00000831091.1|ENSG00000241860.8,Cytosol,0.9313848614692688
ENST00000831092.1|ENSG00000241860.8,Cytosol,0.9264107942581176
ENST00000831093.1|ENSG00000241860.8,Cytosol,0.8910674452781677
ENST00000831095.1|ENSG00000241860.8,Cytosol,0.8097994327545166
ENST00000831094.1|ENSG00000241860.8,Cytosol,0.8971889615058899
ENST00000484859.1|ENSG00000241860.8,Cytosol,0.936654269695282
ENST00000491962.2|ENSG00000241860.8,Cytosol,0.974817395210266
ENST00000831096.1|ENSG00000241860.8,Cytosol,0.8231069445610046
ENST00000831098.1|ENSG00000241860.8,Cytosol,0.9270157217979432
ENST00000831100.1|ENSG00000241860.8,Cytosol,0.832396388053894
ENST00000831099.1|ENSG00000241860.8,Cytosol,0.8863126635551453
ENST00000662089.2|ENSG00000241860.8,Cytosol,0.8516098856925964
ENST00000831102.1|ENSG00000241860.8,Cytosol,0.9166900515556335
ENST00000831101.1|ENSG00000241860.8,Cytosol,0.9440190196037292
ENST00000831104.1|ENSG00000241860.8,Cytosol,0.8134465217590332
ENST00000655252.2|ENSG00000241860.8,Cytosol,0.8946203589439392
ENST00000831107.1|ENSG00000241860.8,Cytosol,0.8157497644424438
ENST00000831109.1|ENSG00000241860.8,Cytosol,0.8041410446166992
ENST00000831105.1|ENSG00000241860.8,Cytosol,0.837081253528595
ENST00000831113.1|ENSG00000241860.8,Cytosol,0.973013699054718
ENST00000831110.1|ENSG00000241860.8,Cytosol,0.8065872192382812
ENST00000831114.1|ENSG00000241860.8,Cytosol,0.8927675485610962
ENST00000831115.1|ENSG00000241860.8,Cytosol,0.8250101208686829
ENST00000831116.1|ENSG00000241860.8,Cytosol,0.8951013684272766
ENST00000831117.1|ENSG00000241860.8,Cytosol,0.964758276939392
ENST00000831120.1|ENSG00000241860.8,Cytosol,0.9223832488059998
ENST00000831119.1|ENSG00000241860.8,Cytosol,0.9779474139213562
ENST00000831118.1|ENSG00000241860.8,Cytosol,0.9674006700515748
ENST00000831121.1|ENSG00000241860.8,Cytosol,0.8138253092765808
ENST00000831122.1|ENSG00000241860.8,Cytosol,0.8393335938453674
ENST00000831123.1|ENSG00000241860.8,Cytosol,0.9351198673248292
ENST00000831126.1|ENSG00000241860.8,Cytosol,0.9604387879371644
ENST00000831124.1|ENSG00000241860.8,Cytosol,0.9687900543212892
ENST00000831125.1|ENSG00000241860.8,Cytosol,0.96426522731781
ENST00000831127.1|ENSG00000241860.8,Cytosol,0.8706638216972351
ENST00000495576.1|ENSG00000239945.1,Cytosol,0.8022762537002563
ENST00000831744.1|ENSG00000308314.1,ExtracellularVesicle,0.8351714015007019
ENST00000835176.1|ENSG00000308579.1,Cytoplasm,0.8251269459724426
ENST00000835176.1|ENSG00000308579.1,Cytosol,0.9976174235343932
ENST00000835176.1|ENSG00000308579.1,Membrane,0.88716721534729
ENST00000835176.1|ENSG00000308579.1,Mitochondrion,0.8146196603775024
ENST00000835176.1|ENSG00000308579.1,Nucleolus,0.8072559833526611
ENST00000835176.1|ENSG00000308579.1,Nucleoplasm,0.8245998620986938
ENST00000466557.7|ENSG00000310528.1,Cytosol,0.8756936192512512
ENST00000496488.1|ENSG00000241599.1,ExtracellularVesicle,0.8041481971740723
ENST00000831131.1|ENSG00000310527.1,Cytosol,0.8518688082695007
ENST00000831159.1|ENSG00000310527.1,Cytosol,0.9085453152656556
ENST00000831174.1|ENSG00000310527.1,Cytosol,0.92340886592865
ENST00000831175.1|ENSG00000310527.1,Cytosol,0.8927139639854431
ENST00000831166.1|ENSG00000310527.1,Cytosol,0.8565508127212524
ENST00000831167.1|ENSG00000310527.1,Cytosol,0.9210801720619202
ENST00000831168.1|ENSG00000310527.1,Cytosol,0.9085002541542052
ENST00000831169.1|ENSG00000310527.1,Cytosol,0.9083776473999025
ENST00000831273.1|ENSG00000310527.1,Cytosol,0.9047192931175232
ENST00000831164.1|ENSG00000310527.1,Cytosol,0.8608195185661316
ENST00000831155.1|ENSG00000310527.1,Cytosol,0.917466163635254
ENST00000831156.1|ENSG00000310527.1,Cytosol,0.8100637793540955
ENST00000831151.1|ENSG00000310527.1,Cytosol,0.8520452380180359
ENST00000831153.1|ENSG00000310527.1,Cytosol,0.8721831440925598
ENST00000831148.1|ENSG00000310527.1,Cytosol,0.8657029867172241
ENST00000831149.1|ENSG00000310527.1,Cytosol,0.8634202480316162
ENST00000831147.1|ENSG00000310527.1,Cytosol,0.8829232454299927
ENST00000831143.1|ENSG00000310527.1,Cytosol,0.9125892519950868
ENST00000831142.1|ENSG00000310527.1,Cytosol,0.9120963215827942
ENST00000831138.1|ENSG00000310527.1,Cytosol,0.9132707118988036
ENST00000831135.1|ENSG00000310527.1,Cytosol,0.8881077170372009
ENST00000831176.1|ENSG00000310527.1,Cytosol,0.881341278553009
ENST00000831192.1|ENSG00000310527.1,Cytosol,0.9187904000282288
ENST00000831350.1|ENSG00000310527.1,Cytosol,0.8830999732017517
ENST00000831178.1|ENSG00000310527.1,Cytosol,0.8714123964309692
ENST00000831679.1|ENSG00000310527.1,Cytosol,0.8764063715934753
ENST00000831211.1|ENSG00000310527.1,Cytosol,0.8780297040939331
ENST00000831207.1|ENSG00000310527.1,Cytosol,0.8910242319107056
ENST00000831208.1|ENSG00000310527.1,Cytosol,0.8949454426765442
ENST00000831373.1|ENSG00000310527.1,Cytosol,0.9051764607429504
ENST00000831380.1|ENSG00000310527.1,Cytosol,0.9244076013565063
ENST00000831203.1|ENSG00000310527.1,Cytosol,0.8914670944213867
ENST00000831202.1|ENSG00000310527.1,Cytosol,0.9456512331962584
ENST00000831197.1|ENSG00000310527.1,Cytosol,0.9252737760543824
ENST00000831198.1|ENSG00000310527.1,Cytosol,0.8996476531028748
ENST00000831199.1|ENSG00000310527.1,Cytosol,0.8726720213890076
ENST00000831180.1|ENSG00000310527.1,Cytosol,0.9088567495346068
ENST00000831181.1|ENSG00000310527.1,Cytosol,0.909291446208954
ENST00000831182.1|ENSG00000310527.1,Cytosol,0.9148093461990356
ENST00000831183.1|ENSG00000310527.1,Cytosol,0.9191057085990906
ENST00000831184.1|ENSG00000310527.1,Cytosol,0.8468208909034729
ENST00000831186.1|ENSG00000310527.1,Cytosol,0.9137765765190125
ENST00000831187.1|ENSG00000310527.1,Cytosol,0.9141818881034852
ENST00000831188.1|ENSG00000310527.1,Cytosol,0.8113983869552612
ENST00000831190.1|ENSG00000310527.1,Cytosol,0.8442578911781311
ENST00000831179.1|ENSG00000310527.1,Cytosol,0.903639554977417
ENST00000831171.1|ENSG00000310527.1,Cytosol,0.9171115159988404
ENST00000831162.1|ENSG00000310527.1,Cytosol,0.8133009672164917
ENST00000831163.1|ENSG00000310527.1,Cytosol,0.905281901359558
ENST00000831160.1|ENSG00000310527.1,Cytosol,0.9222391247749328
ENST00000831220.1|ENSG00000310527.1,Cytosol,0.9172242283821106
ENST00000831152.1|ENSG00000310527.1,Cytosol,0.8517345190048218
ENST00000831150.1|ENSG00000310527.1,Cytosol,0.9267607927322388
ENST00000831144.1|ENSG00000310527.1,Cytosol,0.9283510446548462
ENST00000831136.1|ENSG00000310527.1,Cytosol,0.8334299325942993
ENST00000831134.1|ENSG00000310527.1,Cytosol,0.8277720212936401
ENST00000831209.1|ENSG00000310527.1,Cytosol,0.8468388915061951
ENST00000831194.1|ENSG00000310527.1,Cytosol,0.9109225869178772
ENST00000831191.1|ENSG00000310527.1,Cytosol,0.8977001905441284
ENST00000831193.1|ENSG00000310527.1,Cytosol,0.921183168888092
ENST00000831195.1|ENSG00000310527.1,Cytosol,0.8173701763153076
ENST00000831196.1|ENSG00000310527.1,Cytosol,0.8842863440513611
ENST00000831200.1|ENSG00000310527.1,Cytosol,0.8571853637695312
ENST00000831216.1|ENSG00000310527.1,Cytosol,0.8871660232543945
ENST00000831254.1|ENSG00000310527.1,Cytosol,0.9077182412147522
ENST00000831683.1|ENSG00000310527.1,Cytosol,0.8778213262557983
ENST00000831680.1|ENSG00000310527.1,Cytosol,0.8654399514198303
ENST00000831419.1|ENSG00000310527.1,Cytosol,0.9187302589416504
ENST00000831401.1|ENSG00000310527.1,Cytosol,0.8459535837173462
ENST00000831402.1|ENSG00000310527.1,Cytosol,0.9041227102279664
ENST00000831406.1|ENSG00000310527.1,Cytosol,0.8644693493843079
ENST00000831412.1|ENSG00000310527.1,Cytosol,0.9033623933792114
ENST00000831415.1|ENSG00000310527.1,Cytosol,0.8998834490776062
ENST00000831416.1|ENSG00000310527.1,Cytosol,0.8571823239326477
ENST00000831358.1|ENSG00000310527.1,Cytosol,0.8268835544586182
ENST00000831362.1|ENSG00000310527.1,Cytosol,0.8398187160491943
ENST00000831364.1|ENSG00000310527.1,Cytosol,0.905847668647766
ENST00000831365.1|ENSG00000310527.1,Cytosol,0.9109339118003844
ENST00000831366.1|ENSG00000310527.1,Cytosol,0.8479609489440918
ENST00000831367.1|ENSG00000310527.1,Cytosol,0.9013451337814332
ENST00000831368.1|ENSG00000310527.1,Cytosol,0.8412474989891052
ENST00000831372.1|ENSG00000310527.1,Cytosol,0.836632490158081
ENST00000831374.1|ENSG00000310527.1,Cytosol,0.8168082237243652
ENST00000831375.1|ENSG00000310527.1,Cytosol,0.8847783207893372
ENST00000831377.1|ENSG00000310527.1,Cytosol,0.9036408066749572
ENST00000831378.1|ENSG00000310527.1,Cytosol,0.8713279366493225
ENST00000831379.1|ENSG00000310527.1,Cytosol,0.8705335855484009
ENST00000831494.1|ENSG00000310527.1,Cytosol,0.8897049427032471
ENST00000831353.1|ENSG00000310527.1,Cytosol,0.8934516906738281
ENST00000831356.1|ENSG00000310527.1,Cytosol,0.8749039769172668
ENST00000831335.1|ENSG00000310527.1,Cytosol,0.9032126069068908
ENST00000831399.1|ENSG00000310527.1,Cytosol,0.9175876975059508
ENST00000831315.1|ENSG00000310527.1,Cytosol,0.8813889622688293
ENST00000831296.1|ENSG00000310527.1,Cytosol,0.8746423125267029
ENST00000831274.1|ENSG00000310527.1,Cytosol,0.8914288282394409
ENST00000831277.1|ENSG00000310527.1,Cytosol,0.914669930934906
